timestamp,vehicle_id,vehicle_type,x,y,speed,acceleration,lane,road,network_vehicle_count,neighbor_count,neighbor_distance,relative_speed,in_rsu_range,application_type,application_priority,channel_id,channel_name,channel_utilization,interference_dbm,sinr_db,throughput_mbps,latency_ms,packet_delivery_ratio,policy
275.0,48,car,7264.54,11005.78,16.39,0.34,-217568905#7_0,-217568905#7,89,0,636.59,0.11,0,safety,1,4,CH4_5.92GHz_AUTON,0.191,-131.26,-21.3,0.213,11.82,0.0002,RANDOM
275.0,49,car,2269.19,11529.82,15.45,-0.12,:3740962145_0_0,:3740962145_0,89,1,191.43,5.69,0,safety,1,3,CH3_5.90GHz_V2I,0.169,-109.6,-16.42,0.651,4.11,0.0016,RANDOM
275.0,5,car,2194.46,8187.49,9.83,0.74,239438610#0_0,239438610#0,89,0,443.48,1.31,0,safety,1,6,CH6_140GHz_6G_THz,0.191,-142.61,-56.38,0.058,42.14,0.0,RANDOM
275.0,50,car,5567.66,13412.24,15.83,-0.58,24403215#6_0,24403215#6,89,0,984.69,0.31,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.18,-138.03,-52.21,0.014,277.76,0.0,RANDOM
275.0,51,car,4214.9,11441.85,15.98,-0.08,217565204#12_0,217565204#12,89,0,357.22,0.04,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.191,-119.2,-38.62,0.004,1010.02,0.0,RANDOM
275.0,52,car,2720.77,7281.18,4.17,-4.5,229976708#19_0,229976708#19,89,1,298.09,12.43,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.191,-124.68,-14.27,1.06,4.32,0.0034,RANDOM
275.0,53,truck,6790.57,12417.84,13.52,0.01,431532857#5_0,431532857#5,89,1,89.68,1.37,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.18,-67.79,-0.67,89.358,0.53,0.2823,RANDOM
275.0,54,car,2057.4,11092.15,15.71,-0.24,8680571#14_0,8680571#14,89,5,37.58,0.12,0,safety,1,4,CH4_5.92GHz_AUTON,0.191,-98.06,41.54,275.958,0.56,1.0,RANDOM
275.0,55,car,4140.62,7607.67,0.23,-0.8,:12067305544_3_0,:12067305544_3,89,3,9.14,8.68,0,infotainment,5,5,CH5_28GHz_mmWave,0.18,-125.7,35.9,1192.48,0.52,1.0,RANDOM
275.0,56,car,2004.09,11006.45,5.62,-0.08,-38322524#16_0,-38322524#16,89,4,100.93,10.09,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.191,-84.41,13.5,90.924,0.59,0.9824,RANDOM
275.0,57,motorcycle,2022.8,8596.4,8.52,-0.72,:3507448200_0_0,:3507448200_0,89,0,368.29,8.52,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.191,-123.85,-55.32,0.058,69.87,0.0,RANDOM
275.0,58,car,7101.85,12347.83,13.44,2.29,:10588574304_0_0,:10588574304_0,89,2,72.03,1.99,0,infotainment,5,3,CH3_5.90GHz_V2I,0.169,-132.08,36.3,241.18,0.59,1.0,RANDOM
275.0,59,car,4442.5,11979.54,15.75,-0.19,217565204#3_0,217565204#3,89,4,181.16,0.35,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.157,-108.1,-4.56,4.33,1.3,0.0915,RANDOM
275.0,6,bus,3574.71,9100.2,13.8,0.08,1110178624#6_0,1110178624#6,89,3,44.8,13.8,0,safety,1,3,CH3_5.90GHz_V2I,0.169,-63.5,4.31,37.71,0.49,0.6914,RANDOM
275.0,60,emergency,2754.09,7804.64,16.37,0.25,1073384217#1_1,1073384217#1,89,0,524.52,12.2,1,emergency,2,3,CH3_5.90GHz_V2I,0.169,-112.21,-18.82,0.376,8.94,0.0007,RANDOM
275.0,61,car,4068.49,13104.98,16.06,-0.6,128510750#6_1,128510750#6,89,0,571.96,9.69,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.112,-136.06,-26.37,0.033,120.42,0.0,RANDOM
275.0,62,car,4476.12,12579.89,16.44,1.04,464465172#1-AddedOnRampEdge_0,464465172#1-AddedOnRampEdge,89,2,136.32,2.75,0,autonomous_driving,4,1,CH1_5.86GHz_V2V,0.157,-104.25,24.92,82.845,0.52,0.9997,RANDOM
275.0,63,motorcycle,3514.99,7201.02,12.98,1.45,1215278272#0_0,1215278272#0,89,3,41.17,7.92,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.191,-125.7,6.49,978.82,0.55,0.8278,RANDOM
275.0,64,motorcycle,5947.77,12442.56,16.3,1.22,:1371978486_0_0,:1371978486_0,89,1,174.71,0.16,0,safety,1,3,CH3_5.90GHz_V2I,0.169,-102.12,-11.43,2.003,1.63,0.009,RANDOM
275.0,65,motorcycle,2231.19,12064.17,12.49,2.15,1356342409#1_0,1356342409#1,89,1,101.41,3.23,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.18,-125.88,8.96,314.851,0.5,0.9195,RANDOM
275.0,66,car,2143.6,11254.57,16.06,0.1,8680571#10_0,8680571#10,89,5,127.26,3.1,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.112,-107.24,22.53,74.939,0.24,0.9992,RANDOM
275.0,67,car,7559.69,12672.31,16.14,0.11,-101288980#1_0,-101288980#1,89,0,490.21,0.71,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.112,-141.45,-20.49,0.128,31.37,0.0004,RANDOM
275.0,68,car,2240.92,12165.11,15.72,0.05,27946101#0_1,27946101#0,89,1,101.41,3.23,0,safety,1,6,CH6_140GHz_6G_THz,0.191,-146.87,-5.63,139.6,0.56,0.0648,RANDOM
275.0,69,car,7377.25,7768.65,7.86,-0.6,-609926717#4_0,-609926717#4,89,0,765.77,5.84,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.191,-148.3,-47.43,0.058,208.5,0.0,RANDOM
275.0,7,car,3510.43,7481.62,16.19,0.46,377124828#1_1,377124828#1,89,2,206.68,3.54,0,autonomous_driving,4,2,CH2_5.88GHz_EMERG,0.112,-119.06,-14.55,0.497,24.31,0.003,RANDOM
275.0,70,car,3522.39,7160.52,5.06,-3.2,-1340257806#3_0,-1340257806#3,89,3,41.17,7.92,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.18,-137.67,24.35,809.49,0.49,0.9996,RANDOM
275.0,71,truck,4134.38,7555.14,10.83,-0.25,232422095#2_0,232422095#2,89,3,48.26,1.92,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.191,-134.43,-1.71,297.726,0.56,0.2147,RANDOM
275.0,72,motorcycle,2423.84,7254.92,16.6,-0.03,229976708#11_0,229976708#11,89,1,298.09,12.43,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.191,-140.4,-43.48,0.058,69.87,0.0,RANDOM
275.0,73,car,8423.7,7432.5,7.56,-4.41,-24400290#0_0,-24400290#0,89,0,1099.12,0.3,0,infotainment,5,4,CH4_5.92GHz_AUTON,0.191,-138.06,-37.51,0.005,7813.52,0.0,RANDOM
275.0,74,car,4443.02,12354.77,16.59,0.3,:12067366799_0_0,:12067366799_0,89,5,96.67,0.3,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.169,-126.6,30.69,203.909,0.45,1.0,RANDOM
275.0,75,car,4187.18,8556.87,16.51,0.92,1246426789#4_0,1246426789#4,89,2,115.24,4.86,1,infotainment,5,5,CH5_28GHz_mmWave,0.18,-118.35,-21.13,1.108,36.57,0.0003,RANDOM
275.0,76,bus,3313.9,10547.56,13.57,-0.01,:cluster_13154631389_6137518205_14_0,:cluster_13154631389_6137518205_14,89,0,646.32,2.13,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.191,-146.72,-60.0,0.058,69.87,0.0,RANDOM
275.0,77,car,3169.62,9674.68,9.53,1.31,370390351#9_1,370390351#9,89,3,4.16,0.59,0,autonomous_driving,4,3,CH3_5.90GHz_V2I,0.169,-53.53,24.28,161.451,0.5,0.9996,RANDOM
275.0,78,car,1116.68,11255.34,13.08,-0.26,38767920#0_0,38767920#0,89,0,781.54,9.63,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.191,-140.58,-56.94,0.058,208.5,0.0,RANDOM
275.0,79,car,4188.6,7463.49,15.82,0.3,1238363941#2_0,1238363941#2,89,3,106.49,4.99,0,safety,1,4,CH4_5.92GHz_AUTON,0.191,-91.18,27.83,184.942,0.56,0.9999,RANDOM
275.0,8,car,3173.77,9674.98,8.94,1.37,370390351#9_0,370390351#9,89,3,4.16,0.59,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.157,-128.33,58.74,195.136,0.39,1.0,RANDOM
275.0,80,car,5334.89,8030.27,6.94,1.79,:266164948_9_0,:266164948_9,89,0,1138.31,2.53,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.157,-133.65,-41.8,0.001,2773.1,0.0,RANDOM
275.0,81,car,8508.2,13366.89,6.89,2.46,:766836088_4_0,:766836088_4,89,0,1175.63,9.25,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.191,-150.0,-60.0,0.058,69.87,0.0,RANDOM
275.0,82,car,3687.03,6954.23,6.2,0.81,:306618049_6_0,:306618049_6,89,1,263.94,1.14,0,safety,1,1,CH1_5.86GHz_V2V,0.157,-129.63,-14.36,0.52,4.99,0.0033,RANDOM
275.0,83,bus,4038.8,12533.79,6.37,-0.1,-27877533#5_0,-27877533#5,89,0,439.74,10.07,0,safety,1,1,CH1_5.86GHz_V2V,0.157,-107.58,-10.0,1.374,2.12,0.0148,RANDOM
275.0,84,car,1956.47,11487.31,9.59,-0.58,:10861605392_7_0,:10861605392_7,89,3,194.72,3.37,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.169,-118.42,-13.91,1.15,3.9,0.0038,RANDOM
275.0,85,car,6928.48,6875.36,8.34,-0.2,:264129319_7_0,:264129319_7,89,0,999.68,0.48,0,safety,1,3,CH3_5.90GHz_V2I,0.169,-135.54,-46.26,0.003,832.25,0.0,RANDOM
275.0,86,emergency,3782.93,8781.54,8.96,2.97,-27790751#3_0,-27790751#3,89,3,148.8,6.27,0,emergency,2,6,CH6_140GHz_6G_THz,0.191,-111.72,-8.27,80.061,0.59,0.0267,RANDOM
275.0,87,car,1746.77,11823.44,4.35,-0.47,-28126587#3_0,-28126587#3,89,0,396.18,5.24,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.18,-122.47,-32.25,0.086,47.01,0.0,RANDOM
275.0,88,car,6599.41,12908.48,6.91,0.88,-137507891#3_0,-137507891#3,89,0,371.33,2.46,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.157,-129.62,-23.43,0.065,61.64,0.0001,RANDOM
275.0,89,car,1855.57,11000.69,3.45,-4.3,38767929#2_0,38767929#2,89,3,148.63,2.17,0,safety,1,4,CH4_5.92GHz_AUTON,0.191,-103.7,28.95,192.409,0.56,0.9999,RANDOM
275.0,9,car,3924.85,10298.24,15.7,-0.58,217565204#12_0,217565204#12,89,1,77.99,0.0,0,safety,1,5,CH5_28GHz_mmWave,0.18,-70.02,3.46,168.634,0.5,0.6251,RANDOM
275.0,90,car,5996.37,12130.79,8.98,1.76,217572234_0,217572234,89,0,315.54,7.32,0,infotainment,5,1,CH1_5.86GHz_V2V,0.157,-130.73,-17.29,0.267,150.45,0.0012,RANDOM
275.0,91,car,3430.54,7147.2,15.77,-0.9,-60194989#9_0,-60194989#9,89,2,92.81,10.71,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.112,-110.43,33.5,111.295,0.23,1.0,RANDOM
276.0,1,car,3627.0,8604.54,7.97,0.3,:cluster_260729372_5942550426_6022021528_6180265403_0_0,:cluster_260729372_5942550426_6022021528_6180265403_0,88,3,175.85,7.83,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.216,-116.81,-6.9,5.364,1.45,0.0425,RANDOM
276.0,10,car,6759.28,8245.08,15.58,1.87,:11865827584_0_0,:11865827584_0,88,1,29.08,0.7,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.114,-132.02,41.4,137.545,0.22,1.0,RANDOM
276.0,11,car,2265.28,8877.68,0.0,0.0,24231604#2_0,24231604#2,88,1,3.2,0.0,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.182,-112.52,65.92,218.97,0.51,1.0,RANDOM
276.0,13,car,4381.17,11776.24,16.21,0.18,208944724#6_0,208944724#6,88,1,196.21,0.42,0,infotainment,5,4,CH4_5.92GHz_AUTON,0.216,-121.54,4.77,39.991,1.7,0.725,RANDOM
276.0,14,car,3868.13,10223.0,16.39,0.69,217565204#12_0,217565204#12,88,1,78.01,0.1,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.17,-126.59,18.58,619.244,0.46,0.997,RANDOM
276.0,15,car,6737.97,8264.87,16.28,0.83,377105485_2,377105485,88,1,29.08,0.7,0,autonomous_driving,4,3,CH3_5.90GHz_V2I,0.193,-135.78,42.54,282.662,0.6,1.0,RANDOM
276.0,16,car,3568.29,9144.56,0.0,-0.0,1110178624#6_1,1110178624#6,88,3,3.2,0.0,0,safety,1,2,CH2_5.88GHz_EMERG,0.182,-54.69,20.68,68.804,0.53,0.9986,RANDOM
276.0,17,car,2111.23,11657.48,12.08,2.32,487959500#1_0,487959500#1,88,2,199.12,1.72,0,safety,1,3,CH3_5.90GHz_V2I,0.193,-104.63,-13.62,1.226,2.52,0.0042,RANDOM
276.0,18,motorcycle,4132.58,10668.26,15.35,0.29,1150911345_0,1150911345,88,0,440.59,0.94,0,safety,1,3,CH3_5.90GHz_V2I,0.193,-118.93,-17.52,0.506,5.3,0.0011,RANDOM
276.0,19,car,4291.05,8511.08,10.97,1.5,839092205_1,839092205,88,2,12.17,2.69,1,safety,1,1,CH1_5.86GHz_V2V,0.114,-48.9,-0.53,9.154,0.46,0.2924,RANDOM
276.0,20,motorcycle,3843.96,8642.38,15.33,0.1,1155064214#2_0,1155064214#2,88,3,44.39,0.47,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.193,-115.67,35.06,232.946,0.58,1.0,RANDOM
276.0,21,motorcycle,7152.99,12382.01,16.36,0.93,173431799#7_1,173431799#7,88,2,73.16,0.88,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.125,-150.0,4.57,779.741,0.24,0.7106,RANDOM
276.0,22,car,2619.37,8401.45,15.79,-0.54,239438610#5_0,239438610#5,88,0,462.12,11.02,0,autonomous_driving,4,2,CH2_5.88GHz_EMERG,0.182,-115.89,-25.43,0.041,291.21,0.0,RANDOM
276.0,23,car,6619.31,11099.37,15.64,-0.64,-217568905#0_0,-217568905#0,88,0,639.78,0.03,0,infotainment,5,4,CH4_5.92GHz_AUTON,0.216,-125.88,-32.16,0.018,2279.09,0.0,RANDOM
276.0,24,truck,3307.6,7850.99,12.0,0.88,-133748880#3_0,-133748880#3,88,0,435.28,3.49,0,infotainment,5,3,CH3_5.90GHz_V2I,0.193,-118.0,-17.42,0.518,77.79,0.0011,RANDOM
276.0,25,car,3569.41,9177.39,0.0,0.0,1110190684#0_0,1110190684#0,88,3,32.58,0.0,0,infotainment,5,2,CH2_5.88GHz_EMERG,0.182,-55.87,-0.66,8.945,4.97,0.2827,RANDOM
276.0,26,car,4281.18,8518.2,13.66,2.01,839092205_0,839092205,88,2,12.17,2.69,1,safety,1,1,CH1_5.86GHz_V2V,0.114,-45.58,-1.53,7.686,0.51,0.2254,RANDOM
276.0,27,car,3155.08,9702.21,16.65,0.98,:cluster_11892969975_11892969976_1761893917_6_0,:cluster_11892969975_11892969976_1761893917_6,88,3,20.12,4.92,0,safety,1,4,CH4_5.92GHz_AUTON,0.216,-56.57,5.52,43.826,0.75,0.7744,RANDOM
276.0,28,motorcycle,4132.66,7612.81,9.46,0.56,755390846#0_1,755390846#0,88,3,9.46,9.45,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.216,-92.37,47.67,316.72,0.71,1.0,RANDOM
276.0,29,car,6583.4,13280.95,11.7,2.33,736383422#2_0,736383422#2,88,0,363.96,2.21,0,autonomous_driving,4,2,CH2_5.88GHz_EMERG,0.182,-118.21,-14.24,0.534,22.97,0.0034,RANDOM
276.0,3,car,3052.25,8563.21,4.77,-4.5,:308915753_6_0,:308915753_6,88,0,462.12,11.02,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.216,-115.31,-16.45,0.647,19.26,0.0016,RANDOM
276.0,30,motorcycle,6863.23,12403.06,15.54,0.65,431532857#1_0,431532857#1,88,3,87.58,2.12,0,safety,1,2,CH2_5.88GHz_EMERG,0.182,-119.75,30.65,101.842,0.52,1.0,RANDOM
276.0,31,motorcycle,2015.92,11312.27,12.91,-0.04,213068005#3_0,213068005#3,88,4,140.11,3.58,0,safety,1,3,CH3_5.90GHz_V2I,0.193,-93.2,22.56,150.061,0.58,0.9993,RANDOM
276.0,32,car,5756.91,12449.9,16.3,0.16,1212051314#7_0,1212051314#7,88,1,174.84,0.12,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.216,-97.54,-9.68,2.951,2.06,0.0165,RANDOM
276.0,33,truck,4595.96,12552.49,13.54,-0.16,1194673416#11_1,1194673416#11,88,2,106.66,2.92,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.216,-125.58,27.64,183.694,0.72,0.9999,RANDOM
276.0,34,car,2425.35,9361.6,11.86,2.38,111814615#0_1,111814615#0,88,1,3.3,0.91,0,safety,1,2,CH2_5.88GHz_EMERG,0.182,-116.42,64.24,213.389,0.51,1.0,RANDOM
276.0,35,car,2428.63,9361.22,10.95,1.77,111814615#0_0,111814615#0,88,1,3.3,0.91,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.125,-131.98,28.82,3830.119,0.24,0.9999,RANDOM
276.0,37,car,2405.39,10524.33,11.64,2.4,332773260#0_0,332773260#0,88,0,634.34,3.83,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.193,-122.67,-22.04,0.18,22.79,0.0002,RANDOM
276.0,38,motorcycle,6333.44,12421.1,6.77,1.09,1497089835#0_0,1497089835#0,88,0,402.43,9.41,0,safety,1,5,CH5_28GHz_mmWave,0.17,-117.94,-23.2,0.689,3.92,0.0001,RANDOM
276.0,39,car,4445.48,12145.3,15.4,-0.7,217565204#1_0,217565204#1,88,4,25.88,0.75,0,autonomous_driving,4,3,CH3_5.90GHz_V2I,0.193,-52.51,2.07,27.701,0.99,0.5064,RANDOM
276.0,4,motorcycle,2916.13,9998.74,12.46,2.4,24238080#0_0,24238080#0,88,0,380.82,4.19,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.193,-125.35,-13.52,1.256,3.75,0.0044,RANDOM
276.0,40,motorcycle,3800.14,8635.29,15.8,-0.25,1155064214#2_0,1155064214#2,88,3,44.39,0.47,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.17,-106.55,23.45,779.704,0.44,0.9995,RANDOM
276.0,41,car,3217.45,9638.43,16.07,0.05,133903616#12_0,133903616#12,88,3,68.01,4.95,0,safety,1,4,CH4_5.92GHz_AUTON,0.216,-61.65,-1.95,14.254,0.87,0.2008,RANDOM
276.0,42,car,3571.47,9144.88,0.0,0.0,1110178624#6_0,1110178624#6,88,3,3.2,0.0,0,safety,1,6,CH6_140GHz_6G_THz,0.125,-140.95,27.64,3673.085,0.24,0.9999,RANDOM
276.0,43,car,2263.92,8874.78,0.0,0.0,24231604#2_1,24231604#2,88,1,3.2,0.0,0,safety,1,6,CH6_140GHz_6G_THz,0.125,-132.24,29.73,3950.904,0.23,0.9999,RANDOM
276.0,44,car,2067.43,11111.38,15.87,0.28,8680571#14_0,8680571#14,88,5,37.15,0.42,0,safety,1,4,CH4_5.92GHz_AUTON,0.216,-118.75,37.54,249.425,0.71,1.0,RANDOM
276.0,45,car,4444.78,12171.17,16.15,0.46,217565204#1_0,217565204#1,88,4,25.88,0.75,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.193,-50.35,-2.51,12.849,0.87,0.171,RANDOM
276.0,46,car,4443.17,12242.31,15.89,-0.4,1314297630#1_1,1314297630#1,88,4,71.16,0.26,0,safety,1,3,CH3_5.90GHz_V2I,0.193,-57.03,-3.9,9.862,0.8,0.1126,RANDOM
276.0,47,car,1999.53,9864.41,11.02,-0.14,27772686#0_0,27772686#0,88,0,658.89,0.84,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.17,-131.79,-40.86,0.014,277.71,0.0,RANDOM
276.0,48,car,7251.01,10998.0,15.61,-0.78,-217568905#7_0,-217568905#7,88,0,639.78,0.03,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.17,-143.88,-37.25,0.027,147.66,0.0,RANDOM
276.0,49,car,2273.86,11542.59,13.8,-1.65,462585135_0,462585135,88,1,199.12,1.72,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.182,-120.74,-7.57,2.325,2.22,0.0339,RANDOM
276.0,5,car,2205.07,8192.08,11.56,1.73,239438610#0_0,239438610#0,88,0,443.78,3.31,0,infotainment,5,5,CH5_28GHz_mmWave,0.17,-134.1,-42.58,0.014,2773.16,0.0,RANDOM
276.0,50,car,5552.07,13415.23,15.88,0.05,24403215#6_0,24403215#6,88,0,986.82,0.42,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.125,-144.19,-60.0,0.058,69.56,0.0,RANDOM
276.0,51,car,4211.48,11426.02,16.23,0.25,217565204#12_0,217565204#12,88,0,389.16,0.02,0,autonomous_driving,4,3,CH3_5.90GHz_V2I,0.193,-115.19,-13.34,1.308,9.73,0.0046,RANDOM
276.0,52,car,2724.47,7285.74,6.08,1.91,:8243174052_4_0,:8243174052_4,88,1,287.1,9.63,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.193,-116.29,-5.73,6.835,1.15,0.0626,RANDOM
276.0,53,truck,6777.4,12420.48,13.42,-0.1,431532857#5_0,431532857#5,88,1,87.58,2.12,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.17,-130.59,14.12,474.642,0.44,0.9858,RANDOM
276.0,54,car,2050.26,11078.44,15.45,-0.26,8680571#14_0,8680571#14,88,5,37.15,0.42,0,infotainment,5,2,CH2_5.88GHz_EMERG,0.182,-67.67,14.58,48.943,1.31,0.9879,RANDOM
276.0,55,car,4140.6,7607.67,0.01,-0.22,:12067305544_3_0,:12067305544_3,88,3,9.46,9.45,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.17,-125.3,37.8,1255.661,0.44,1.0,RANDOM
276.0,56,car,1997.01,11009.73,7.81,2.19,-38322524#16_0,-38322524#16,88,4,86.93,7.64,0,safety,1,2,CH2_5.88GHz_EMERG,0.182,-60.55,-1.37,7.898,0.8,0.2349,RANDOM
276.0,57,motorcycle,2030.27,8599.98,8.25,-0.27,133763768#2_0,133763768#2,88,0,360.7,8.25,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.125,-128.08,-56.37,0.058,69.55,0.0,RANDOM
276.0,58,car,7086.71,12351.04,15.48,2.05,1259588604#2_0,1259588604#2,88,2,73.16,0.88,0,safety,1,4,CH4_5.92GHz_AUTON,0.216,-118.14,27.47,182.563,0.71,0.9999,RANDOM
276.0,59,car,4441.44,11962.96,16.63,0.88,217565204#3_0,217565204#3,88,4,182.38,1.23,0,safety,1,2,CH2_5.88GHz_EMERG,0.182,-123.54,-15.06,0.443,5.92,0.0025,RANDOM
276.0,6,bus,3573.75,9113.9,13.74,-0.06,1110178624#6_0,1110178624#6,88,3,31.06,13.74,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.17,-123.07,20.55,683.948,0.44,0.9985,RANDOM
276.0,60,emergency,2770.08,7802.94,16.08,-0.29,1073384217#1_1,1073384217#1,88,0,519.21,10.0,1,emergency,2,4,CH4_5.92GHz_AUTON,0.216,-114.13,-6.61,5.696,1.26,0.0468,RANDOM
276.0,61,car,4057.85,13116.2,15.46,-0.6,128510750#6_1,128510750#6,88,0,583.33,8.15,0,safety,1,5,CH5_28GHz_mmWave,0.17,-143.97,-44.88,0.014,166.8,0.0,RANDOM
276.0,62,car,4492.5,12578.44,16.46,0.03,464465172#1-AddedOnRampEdge_0,464465172#1-AddedOnRampEdge,88,2,106.66,2.92,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.193,-111.21,32.87,218.382,0.58,1.0,RANDOM
276.0,63,motorcycle,3514.77,7210.74,9.72,-3.26,1215278272#0_0,1215278272#0,88,3,43.49,2.4,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.216,-119.34,34.66,230.279,0.72,1.0,RANDOM
276.0,64,motorcycle,5931.61,12443.0,16.18,-0.13,:1371978450_0_0,:1371978450_0,88,1,174.84,0.12,0,safety,1,4,CH4_5.92GHz_AUTON,0.216,-102.86,-6.63,5.671,1.12,0.0465,RANDOM
276.0,65,motorcycle,2228.54,12050.35,14.07,1.58,1356342409#1_0,1356342409#1,88,1,131.03,1.63,0,safety,1,6,CH6_140GHz_6G_THz,0.125,-150.0,-7.67,91.123,0.26,0.0328,RANDOM
276.0,66,car,2135.93,11239.96,16.49,0.43,8680571#10_0,8680571#10,88,4,140.11,3.58,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.193,-99.87,24.61,163.612,0.58,0.9996,RANDOM
276.0,67,car,7556.66,12656.42,16.18,0.04,-101288980#1_0,-101288980#1,88,0,488.11,0.18,0,safety,1,3,CH3_5.90GHz_V2I,0.193,-133.21,-19.4,0.329,7.85,0.0006,RANDOM
276.0,68,car,2241.02,12180.78,15.7,-0.02,27946101#0_1,27946101#0,88,1,131.03,1.63,0,safety,1,1,CH1_5.86GHz_V2V,0.114,-116.01,26.41,87.76,0.22,0.9998,RANDOM
276.0,69,car,7380.62,7776.67,8.7,0.85,-609926717#4_0,-609926717#4,88,0,778.12,6.88,0,autonomous_driving,4,1,CH1_5.86GHz_V2V,0.114,-124.45,-31.89,0.009,1286.53,0.0,RANDOM
276.0,7,car,3510.97,7466.14,15.49,-0.7,:306610155_2_1,:306610155_2,88,2,255.43,5.77,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.17,-122.33,-34.08,0.056,213.44,0.0,RANDOM
276.0,70,car,3521.63,7167.79,7.32,2.25,:cluster_11259448973_747660349_4_0,:cluster_11259448973_747660349_4,88,4,43.49,2.4,0,infotainment,5,3,CH3_5.90GHz_V2I,0.193,-117.57,33.83,224.741,0.74,1.0,RANDOM
276.0,71,truck,4134.79,7565.85,10.72,-0.11,232422095#2_0,232422095#2,88,3,42.22,10.71,0,infotainment,5,6,CH6_140GHz_6G_THz,0.125,-150.0,6.7,1001.817,0.27,0.8381,RANDOM
276.0,72,motorcycle,2439.33,7252.24,15.71,-0.88,:6521888721_7_0,:6521888721_7,88,1,287.1,9.63,0,safety,1,4,CH4_5.92GHz_AUTON,0.216,-111.43,-17.39,0.521,5.31,0.0011,RANDOM
276.0,73,car,8422.97,7440.02,7.6,0.04,:264845660_4_0,:264845660_4,88,0,1095.37,1.1,0,safety,1,4,CH4_5.92GHz_AUTON,0.216,-139.77,-36.95,0.006,413.32,0.0,RANDOM
276.0,74,car,4441.72,12338.67,16.14,-0.45,:12067366799_0_0,:12067366799_0,88,5,96.37,0.25,0,infotainment,5,6,CH6_140GHz_6G_THz,0.125,-146.52,6.84,1017.347,0.27,0.8447,RANDOM
276.0,75,car,4201.69,8551.07,15.63,-0.88,1246426789#4_0,1246426789#4,88,2,86.02,1.97,1,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.182,-131.79,37.45,124.409,0.53,1.0,RANDOM
