time,vehicle_id,vehicle_type,latitude,longitude,speed_mps
138.0,veh_012,motorcycle,12.920354,77.62973,6.968
138.0,veh_015,bus,12.945196,77.687013,3.825
138.0,veh_016,car,12.925742,77.637572,4.797
138.0,veh_018,car,12.919699,77.629002,6.143
138.0,veh_019,bus,12.926408,77.638552,2.505
138.0,veh_023,truck,12.93682,77.65577,4.188
138.0,veh_026,car,12.937575,77.657976,3.369
138.0,veh_027,motorcycle,12.926303,77.638265,3.987
138.0,veh_029,car,12.94479,77.68373,4.263
138.0,veh_030,bus,12.932967,77.648268,6.652
138.0,veh_031,car,12.936818,77.655745,9.512
138.0,veh_032,car,12.947205,77.695719,4.822
138.0,veh_034,car,12.946784,77.69432,10.249
138.0,veh_036,motorcycle,12.938291,77.659955,8.782
138.0,veh_037,car,12.918412,77.627279,6.418
138.0,veh_038,motorcycle,12.94059,77.666391,4.78
138.0,veh_039,bus,12.937391,77.657303,4.338
138.0,veh_040,car,12.91738,77.62563,1.591
138.0,veh_041,motorcycle,12.920934,77.630691,8.07
138.0,veh_044,car,12.944313,77.677177,5.451
138.0,veh_047,car,12.944598,77.682647,1.464
138.0,veh_048,car,12.94833,77.69905,3.855
138.0,veh_049,bus,12.94189,77.669828,4.59
139.0,veh_000,car,12.942491,77.671861,9.919
139.0,veh_003,car,12.919435,77.628684,5.411
139.0,veh_004,car,12.933064,77.64866,5.653
139.0,veh_005,car,12.940965,77.66761,3.35
139.0,veh_006,car,12.926637,77.638784,7.796
139.0,veh_008,car,12.938288,77.660028,8.772
139.0,veh_009,car,12.937095,77.656382,5.957
139.0,veh_010,bus,12.933499,77.649415,3.013
139.0,veh_012,motorcycle,12.920332,77.629867,2.371
139.0,veh_015,bus,12.945231,77.687082,3.398
139.0,veh_016,car,12.925782,77.637469,5.787
139.0,veh_018,car,12.919686,77.629073,5.202
139.0,veh_019,bus,12.926455,77.638469,2.472
139.0,veh_023,truck,12.936835,77.655895,5.511
139.0,veh_026,car,12.937597,77.657929,6.166
139.0,veh_027,motorcycle,12.926379,77.638386,14.703
139.0,veh_029,car,12.944792,77.683827,4.745
139.0,veh_030,bus,12.932953,77.648312,4.25
139.0,veh_031,car,12.936777,77.655677,2.251
139.0,veh_032,car,12.947185,77.695845,2.433
139.0,veh_034,car,12.946833,77.694323,9.296
139.0,veh_036,motorcycle,12.938351,77.660186,6.39
139.0,veh_037,car,12.918542,77.627281,5.177
139.0,veh_038,motorcycle,12.940518,77.666371,3.518
139.0,veh_039,bus,12.937326,77.657399,3.853
139.0,veh_040,car,12.917345,77.625791,3.003
139.0,veh_041,motorcycle,12.920997,77.63088,11.502
139.0,veh_044,car,12.944219,77.67727,2.981
139.0,veh_047,car,12.944704,77.682691,5.499
139.0,veh_048,car,12.948346,77.699136,7.965
139.0,veh_049,bus,12.94173,77.670012,4.916
140.0,veh_000,car,12.942296,77.671856,7.973
140.0,veh_003,car,12.919592,77.628689,8.936
140.0,veh_004,car,12.933207,77.6488,6.221
140.0,veh_005,car,12.941033,77.667588,6.77
140.0,veh_006,car,12.926735,77.638993,9.503
140.0,veh_008,car,12.938358,77.660141,3.875
140.0,veh_009,car,12.937052,77.656498,9.64
140.0,veh_010,bus,12.933542,77.649407,2.684
140.0,veh_012,motorcycle,12.920297,77.629945,4.262
140.0,veh_015,bus,12.945311,77.687135,4.583
140.0,veh_016,car,12.925792,77.637659,7.447
140.0,veh_018,car,12.919739,77.629052,3.387
140.0,veh_019,bus,12.926447,77.638491,4.019
140.0,veh_023,truck,12.936874,77.655872,2.772
140.0,veh_025,bus,12.931358,77.64549,5.952
140.0,veh_026,car,12.937554,77.65811,7.357
140.0,veh_027,motorcycle,12.926344,77.638404,7.591
140.0,veh_029,car,12.944744,77.683856,6.287
140.0,veh_030,bus,12.93299,77.648352,5.198
140.0,veh_031,car,12.936751,77.655732,5.113
140.0,veh_032,car,12.947251,77.695799,5.842
140.0,veh_034,car,12.946835,77.694336,2.662
140.0,veh_035,car,12.925481,77.63702,7.436
140.0,veh_036,motorcycle,12.938396,77.660236,9.199
140.0,veh_037,car,12.918511,77.627385,6.003
140.0,veh_038,motorcycle,12.940522,77.666442,9.336
140.0,veh_039,bus,12.937454,77.657364,2.975
140.0,veh_040,car,12.917385,77.625885,5.25
140.0,veh_041,motorcycle,12.921172,77.630828,4.799
140.0,veh_044,car,12.944252,77.67736,5.207
140.0,veh_047,car,12.944655,77.682811,6.77
140.0,veh_048,car,12.948465,77.699199,6.257
140.0,veh_049,bus,12.941812,77.669978,4.025
141.0,veh_000,car,12.942442,77.671859,7.917
141.0,veh_003,car,12.919414,77.628706,4.027
141.0,veh_004,car,12.933173,77.648815,4.755
141.0,veh_005,car,12.94107,77.667706,9.166
141.0,veh_006,car,12.926806,77.638901,4.178
141.0,veh_008,car,12.938319,77.660138,4.696
141.0,veh_009,car,12.937111,77.656449,8.049
141.0,veh_010,bus,12.933515,77.649345,4.278
141.0,veh_012,motorcycle,12.920387,77.629972,9.733
141.0,veh_015,bus,12.945271,77.6871,3.009
141.0,veh_016,car,12.92578,77.637574,7.439
141.0,veh_018,car,12.919849,77.629095,1.708
141.0,veh_019,bus,12.926495,77.638605,4.762
141.0,veh_023,truck,12.936959,77.655897,4.082
141.0,veh_025,bus,12.931365,77.645617,4.633
141.0,veh_026,car,12.937721,77.65818,8.949
141.0,veh_027,motorcycle,12.926496,77.6385,9.764
141.0,veh_028,car,12.936272,77.654019,6.175
141.0,veh_029,car,12.944841,77.683943,7.138
141.0,veh_030,bus,12.9329,77.64832,4.369
141.0,veh_031,car,12.936914,77.655869,6.987
141.0,veh_032,car,12.947289,77.695795,6.551
141.0,veh_034,car,12.946769,77.694517,4.871
141.0,veh_035,car,12.925365,77.637077,2.276
141.0,veh_036,motorcycle,12.938453,77.660251,2.99
141.0,veh_037,car,12.918564,77.627359,6.566
141.0,veh_038,motorcycle,12.940651,77.666533,5.041
141.0,veh_039,bus,12.937381,77.657402,2.783
141.0,veh_040,car,12.917478,77.625818,1.704
141.0,veh_041,motorcycle,12.921129,77.631021,8.049
141.0,veh_044,car,12.944189,77.677402,3.066
141.0,veh_047,car,12.94479,77.682774,7.085
141.0,veh_048,car,12.948464,77.699238,5.16
141.0,veh_049,bus,12.941766,77.669997,2.512
142.0,veh_000,car,12.942497,77.672035,2.446
142.0,veh_003,car,12.919537,77.628788,4.012
142.0,veh_004,car,12.933201,77.648854,7.863
142.0,veh_005,car,12.940995,77.667784,6.502
142.0,veh_006,car,12.926765,77.639049,7.453
142.0,veh_008,car,12.938403,77.660127,5.646
142.0,veh_009,car,12.937066,77.656602,5.411
142.0,veh_010,bus,12.933617,77.649442,3.017
142.0,veh_012,motorcycle,12.920381,77.630039,7.295
142.0,veh_015,bus,12.945281,77.687103,6.026
142.0,veh_016,car,12.925877,77.637709,8.092
142.0,veh_018,car,12.919808,77.629156,5.302
142.0,veh_019,bus,12.926468,77.638588,4.61
142.0,veh_023,truck,12.936848,77.65592,3.053
142.0,veh_025,bus,12.931375,77.645571,1.993
142.0,veh_026,car,12.937663,77.658221,4.603
142.0,veh_027,motorcycle,12.926441,77.638543,3.189
142.0,veh_028,car,12.936196,77.654005,5.794
142.0,veh_029,car,12.944909,77.683964,11.771
142.0,veh_030,bus,12.932977,77.648337,3.905
142.0,veh_031,car,12.936934,77.65577,0.1
142.0,veh_032,car,12.947362,77.695931,6.067
142.0,veh_034,car,12.946757,77.694497,7.139
142.0,veh_035,car,12.925476,77.637072,1.558
142.0,veh_036,motorcycle,12.938481,77.660305,7.672
142.0,veh_037,car,12.918556,77.627353,7.729
142.0,veh_038,motorcycle,12.940662,77.666571,8.727
142.0,veh_039,bus,12.937394,77.657449,4.563
142.0,veh_040,car,12.917451,77.625867,2.953
142.0,veh_041,motorcycle,12.921175,77.631013,7.129
142.0,veh_044,car,12.944218,77.677336,1.789
142.0,veh_047,car,12.944687,77.682886,3.103
142.0,veh_048,car,12.948585,77.69928,5.811
142.0,veh_049,bus,12.94177,77.670052,2.082
143.0,veh_000,car,12.942443,77.671998,4.065
143.0,veh_003,car,12.919554,77.628781,6.331
143.0,veh_004,car,12.933193,77.649002,7.218
143.0,veh_005,car,12.941007,77.667784,4.346
143.0,veh_006,car,12.926867,77.639138,8.503
143.0,veh_008,car,12.938397,77.660251,5.151
143.0,veh_009,car,12.937122,77.656695,10.215
143.0,veh_010,bus,12.933649,77.649426,3.549
143.0,veh_012,motorcycle,12.920501,77.630083,7.428
143.0,veh_015,bus,12.945214,77.687188,4.831
143.0,veh_016,car,12.925853,77.637796,5.488
143.0,veh_018,car,12.919852,77.629162,1.875
143.0,veh_019,bus,12.926509,77.638732,6.062
143.0,veh_023,truck,12.936866,77.65591,3.088
143.0,veh_025,bus,12.931395,77.645701,3.459
143.0,veh_026,car,12.9377,77.658261,4.12
143.0,veh_027,motorcycle,12.926542,77.638541,6.508
143.0,veh_028,car,12.936298,77.654097,5.604
143.0,veh_029,car,12.944812,77.684038,4.475
143.0,veh_030,bus,12.933047,77.648503,5.244
143.0,veh_031,car,12.936901,77.655764,4.563
143.0,veh_032,car,12.947348,77.695972,2.353
143.0,veh_034,car,12.946852,77.694624,3.699
143.0,veh_035,car,12.925497,77.637068,3.568
143.0,veh_036,motorcycle,12.938524,77.660419,3.053
143.0,veh_037,car,12.918655,77.627574,10.026
143.0,veh_038,motorcycle,12.940596,77.666646,11.499
143.0,veh_039,bus,12.937474,77.65759,5.532
143.0,veh_040,car,12.917418,77.625971,2.757
143.0,veh_041,motorcycle,12.921201,77.631077,8.609
143.0,veh_044,car,12.944245,77.677351,2.929
143.0,veh_047,car,12.944755,77.682927,6.339
143.0,veh_048,car,12.948394,77.699294,5.708
143.0,veh_049,bus,12.941826,77.669994,2.903
144.0,veh_000,car,12.942536,77.672031,6.428
144.0,veh_003,car,12.919561,77.628835,5.257
144.0,veh_004,car,12.933249,77.648921,3.383
144.0,veh_005,car,12.940984,77.667728,3.623
144.0,veh_006,car,12.926854,77.639131,6.521
144.0,veh_008,car,12.938368,77.660289,7.169
144.0,veh_009,car,12.937166,77.656699,6.592
144.0,veh_010,bus,12.9336,77.649494,3.815
144.0,veh_012,motorcycle,12.920542,77.630222,9.643
144.0,veh_015,bus,12.945212,77.687191,4.966
144.0,veh_016,car,12.925914,77.637753,5.811
144.0,veh_018,car,12.91974,77.629224,3.856
144.0,veh_019,bus,12.926504,77.638706,4.92
144.0,veh_023,truck,12.936918,77.655995,4.113
144.0,veh_025,bus,12.931421,77.645644,4.699
144.0,veh_026,car,12.937711,77.658351,6.091
144.0,veh_027,motorcycle,12.926541,77.638638,7.147
144.0,veh_028,car,12.936267,77.654242,6.533
144.0,veh_029,car,12.944825,77.684045,2.738
144.0,veh_030,bus,12.933009,77.648447,1.855
144.0,veh_031,car,12.936794,77.655827,8.368
144.0,veh_032,car,12.947332,77.695976,3.705
144.0,veh_034,car,12.946837,77.694625,6.61
144.0,veh_035,car,12.925497,77.637158,5.367
144.0,veh_036,motorcycle,12.938464,77.660414,8.584
144.0,veh_037,car,12.918643,77.627593,5.089
144.0,veh_038,motorcycle,12.940689,77.666646,4.789
144.0,veh_039,bus,12.937453,77.657577,5.648
144.0,veh_040,car,12.917459,77.625916,0.702
144.0,veh_041,motorcycle,12.921238,77.631105,8.716
144.0,veh_044,car,12.944315,77.677397,3.946
144.0,veh_047,car,12.944754,77.682979,6.491
144.0,veh_048,car,12.948522,77.69936,2.178
144.0,veh_049,bus,12.941831,77.670102,4.086
145.0,veh_000,car,12.94243,77.672053,4.288
145.0,veh_003,car,12.919597,77.628888,2.088
145.0,veh_004,car,12.933296,77.648934,5.601
145.0,veh_005,car,12.941119,77.66783,5.763
145.0,veh_006,car,12.92693,77.639194,6.467
145.0,veh_008,car,12.938491,77.660307,6.204
145.0,veh_009,car,12.937157,77.656618,4.285
145.0,veh_010,bus,12.93365,77.649544,1.756
145.0,veh_012,motorcycle,12.920555,77.630199,8.491
145.0,veh_015,bus,12.945208,77.687275,4.193
145.0,veh_016,car,12.925976,77.637895,2.139
145.0,veh_018,car,12.919855,77.629303,4.731
145.0,veh_019,bus,12.926682,77.638711,4.722
145.0,veh_023,truck,12.936879,77.656052,3.141
145.0,veh_025,bus,12.931435,77.645749,2.925
145.0,veh_026,car,12.937757,77.658342,7.94
145.0,veh_027,motorcycle,12.926699,77.638696,6.414
145.0,veh_028,car,12.936314,77.654175,6.531
145.0,veh_029,car,12.944848,77.684156,4.365
145.0,veh_030,bus,12.933054,77.648516,2.777
145.0,veh_031,car,12.936837,77.655999,6.829
145.0,veh_032,car,12.947375,77.696046,4.607
145.0,veh_034,car,12.946894,77.694619,5.262
145.0,veh_035,car,12.925528,77.637165,7.564
145.0,veh_036,motorcycle,12.938452,77.660555,8.855
145.0,veh_037,car,12.918688,77.627642,4.379
145.0,veh_038,motorcycle,12.940703,77.666701,5.761
145.0,veh_039,bus,12.93753,77.65758,5.992
145.0,veh_040,car,12.917508,77.625982,8.188
145.0,veh_041,motorcycle,12.921269,77.631162,4.938
145.0,veh_044,car,12.944201,77.677517,8.36
145.0,veh_047,car,12.944703,77.683025,5.241
145.0,veh_048,car,12.948517,77.699355,5.46
145.0,veh_049,bus,12.941873,77.670039,3.096
146.0,veh_000,car,12.942529,77.672067,6.686
146.0,veh_003,car,12.919753,77.628995,3.221
146.0,veh_004,car,12.933354,77.649018,7.564
146.0,veh_005,car,12.941074,77.667897,6.767
146.0,veh_006,car,12.926904,77.639068,0.1
146.0,veh_008,car,12.938519,77.660328,3.532
146.0,veh_009,car,12.937239,77.656817,3.962
146.0,veh_010,bus,12.933646,77.649428,3.149
146.0,veh_012,motorcycle,12.920541,77.630328,7.548
146.0,veh_015,bus,12.945281,77.687332,5.513
146.0,veh_016,car,12.926033,77.637864,7.992
146.0,veh_018,car,12.919922,77.629224,5.609
146.0,veh_019,bus,12.926625,77.638757,3.33
146.0,veh_023,truck,12.936874,77.656,3.14
146.0,veh_025,bus,12.931507,77.645746,0.999
146.0,veh_026,car,12.937732,77.658313,6.514
146.0,veh_027,motorcycle,12.926564,77.638765,8.566
146.0,veh_028,car,12.936272,77.654318,7.798
146.0,veh_029,car,12.944922,77.684069,1.863
146.0,veh_030,bus,12.933093,77.648565,5.015
146.0,veh_031,car,12.936898,77.656016,1.66
146.0,veh_032,car,12.947252,77.69609,5.524
146.0,veh_034,car,12.94685,77.694712,5.616
146.0,veh_035,car,12.925522,77.637213,5.905
146.0,veh_036,motorcycle,12.938508,77.660602,7.818
146.0,veh_037,car,12.918732,77.627572,6.026
146.0,veh_038,motorcycle,12.940769,77.666854,6.952
146.0,veh_039,bus,12.937521,77.657634,4.066
146.0,veh_040,car,12.917596,77.626136,1.512
146.0,veh_041,motorcycle,12.921246,77.63126,8.748
146.0,veh_044,car,12.944236,77.677541,5.005
146.0,veh_047,car,12.944754,77.683091,6.547
146.0,veh_048,car,12.948487,77.699524,5.776
146.0,veh_049,bus,12.941841,77.670103,3.903
147.0,veh_000,car,12.942519,77.672134,11.075
147.0,veh_003,car,12.919661,77.628965,7.039
147.0,veh_004,car,12.933217,77.64903,3.475
147.0,veh_005,car,12.941159,77.667935,5.305
147.0,veh_006,car,12.926867,77.639234,2.534
147.0,veh_008,car,12.938505,77.660401,4.492
147.0,veh_009,car,12.93716,77.656905,7.661
147.0,veh_010,bus,12.933641,77.649589,6.125
147.0,veh_012,motorcycle,12.92066,77.630279,6.467
147.0,veh_015,bus,12.945179,77.687362,5.187
147.0,veh_016,car,12.925915,77.637893,5.743
147.0,veh_018,car,12.919848,77.629207,5.575
147.0,veh_019,bus,12.926673,77.638731,4.396
147.0,veh_023,truck,12.936929,77.655988,3.301
147.0,veh_025,bus,12.931388,77.645771,1.868
147.0,veh_026,car,12.937688,77.658457,9.676
147.0,veh_027,motorcycle,12.926644,77.638841,2.504
147.0,veh_028,car,12.936243,77.654303,5.292
147.0,veh_029,car,12.944893,77.684183,9.849
147.0,veh_030,bus,12.933,77.648601,2.953
147.0,veh_031,car,12.936862,77.655991,6.854
147.0,veh_032,car,12.94728,77.696151,8.67
147.0,veh_034,car,12.946936,77.69474,2.112
147.0,veh_035,car,12.925669,77.637465,9.15
147.0,veh_036,motorcycle,12.938452,77.660666,6.482
147.0,veh_037,car,12.918734,77.627653,8.011
147.0,veh_038,motorcycle,12.940795,77.66697,6.148
147.0,veh_039,bus,12.937477,77.657677,3.73
147.0,veh_040,car,12.917614,77.626024,5.538
147.0,veh_041,motorcycle,12.921339,77.631262,4.995
147.0,veh_044,car,12.944322,77.677555,2.328
147.0,veh_047,car,12.944645,77.683068,3.011
147.0,veh_048,car,12.948504,77.699454,3.634
147.0,veh_049,bus,12.941924,77.670167,4.131
148.0,veh_000,car,12.942518,77.672346,5.185
148.0,veh_003,car,12.9196,77.628943,5.402
148.0,veh_004,car,12.933407,77.649053,2.349
148.0,veh_005,car,12.941157,77.667975,5.739
148.0,veh_006,car,12.926904,77.639275,6.604
148.0,veh_008,car,12.938602,77.660439,7.57
148.0,veh_009,car,12.937212,77.656952,5.046
148.0,veh_010,bus,12.933631,77.64959,3.813
148.0,veh_012,motorcycle,12.920615,77.630391,5.704
148.0,veh_015,bus,12.945196,77.687398,4.156
148.0,veh_016,car,12.926028,77.637896,5.093
148.0,veh_018,car,12.91992,77.629349,5.796
148.0,veh_019,bus,12.926665,77.638759,3.116
148.0,veh_023,truck,12.937017,77.65612,3.58
148.0,veh_025,bus,12.931438,77.645646,4.617
148.0,veh_026,car,12.937788,77.658488,5.835
148.0,veh_027,motorcycle,12.926673,77.638818,9.642
148.0,veh_028,car,12.9363,77.654409,7.232
148.0,veh_029,car,12.94481,77.684369,4.422
148.0,veh_030,bus,12.933124,77.648652,5.782
148.0,veh_031,car,12.937016,77.656016,8.452
148.0,veh_032,car,12.947452,77.696263,6.125
148.0,veh_034,car,12.94694,77.694698,3.773
148.0,veh_035,car,12.92573,77.637374,4.319
148.0,veh_036,motorcycle,12.938623,77.6607,5.815
148.0,veh_037,car,12.918794,77.627685,3.334
148.0,veh_038,motorcycle,12.940836,77.666976,8.929
148.0,veh_039,bus,12.937621,77.657675,3.383
148.0,veh_040,car,12.917625,77.62609,2.888
148.0,veh_041,motorcycle,12.921257,77.631445,8.1
148.0,veh_044,car,12.944233,77.677711,7.292
148.0,veh_047,car,12.94472,77.683031,3.434
148.0,veh_048,car,12.948532,77.699637,6.082
148.0,veh_049,bus,12.941941,77.670125,4.432
149.0,veh_000,car,12.942675,77.672383,8.893
149.0,veh_003,car,12.919679,77.629118,6.92
149.0,veh_004,car,12.933387,77.64912,5.195
149.0,veh_005,car,12.941175,77.668038,4.007
149.0,veh_006,car,12.926921,77.639252,5.183
149.0,veh_008,car,12.938516,77.660493,4.405
149.0,veh_009,car,12.937279,77.656974,3.916
149.0,veh_010,bus,12.933753,77.649683,3.404
149.0,veh_012,motorcycle,12.920736,77.630284,10.732
149.0,veh_015,bus,12.945272,77.687316,3.661
149.0,veh_016,car,12.926043,77.638049,6.488
149.0,veh_018,car,12.919946,77.62938,5.239
149.0,veh_019,bus,12.926601,77.638744,4.27
149.0,veh_023,truck,12.937019,77.656182,3.509
149.0,veh_025,bus,12.931449,77.645752,3.79
149.0,veh_026,car,12.937784,77.658623,3.732
149.0,veh_027,motorcycle,12.926714,77.638929,6.669
149.0,veh_028,car,12.936436,77.654507,3.957
149.0,veh_029,car,12.944782,77.684318,3.456
149.0,veh_030,bus,12.933158,77.648637,2.28
149.0,veh_031,car,12.937045,77.656173,2.886
149.0,veh_032,car,12.947354,77.696151,1.571
149.0,veh_034,car,12.946916,77.694853,2.525
149.0,veh_035,car,12.925754,77.637413,8.835
149.0,veh_036,motorcycle,12.938551,77.660762,6.4
149.0,veh_037,car,12.918827,77.627763,8.38
149.0,veh_038,motorcycle,12.940776,77.667073,5.695
149.0,veh_039,bus,12.937536,77.657692,4.386
149.0,veh_040,car,12.917712,77.626267,11.08
149.0,veh_041,motorcycle,12.921351,77.631492,5.525
149.0,veh_044,car,12.944297,77.677683,7.094
149.0,veh_047,car,12.944743,77.683133,4.366
149.0,veh_048,car,12.948669,77.699507,5.674
149.0,veh_049,bus,12.941844,77.670185,2.847
150.0,veh_000,car,12.942625,77.672356,2.527
150.0,veh_003,car,12.919836,77.62911,8.313
150.0,veh_004,car,12.933345,77.649136,6.723
150.0,veh_005,car,12.941224,77.668001,4.942
150.0,veh_006,car,12.926997,77.63938,6.88
150.0,veh_008,car,12.938572,77.660628,6.829
150.0,veh_009,car,12.937282,77.656968,4.421
150.0,veh_010,bus,12.933776,77.649669,4.339
150.0,veh_012,motorcycle,12.920718,77.630451,10.576
150.0,veh_015,bus,12.945268,77.687398,2.411
150.0,veh_016,car,12.926142,77.638003,5.462
150.0,veh_018,car,12.919928,77.629442,6.068
150.0,veh_019,bus,12.926681,77.638918,3.703
150.0,veh_023,truck,12.936916,77.65614,2.991
150.0,veh_025,bus,12.93155,77.645759,4.312
150.0,veh_026,car,12.937906,77.658609,7.969
150.0,veh_027,motorcycle,12.926798,77.638959,7.917
150.0,veh_028,car,12.936367,77.654589,9.266
150.0,veh_029,car,12.9449,77.684295,7.462
150.0,veh_030,bus,12.933098,77.648618,4.065
150.0,veh_031,car,12.936973,77.656242,7.913
150.0,veh_032,car,12.947403,77.696217,6.124
150.0,veh_034,car,12.946961,77.694941,8.936
150.0,veh_035,car,12.925628,77.637345,3.84
150.0,veh_036,motorcycle,12.938552,77.660828,4.837
150.0,veh_037,car,12.918915,77.627798,5.365
150.0,veh_038,motorcycle,12.940828,77.667063,2.709
150.0,veh_039,bus,12.937645,77.657731,3.619
150.0,veh_040,car,12.91768,77.6261,3.918
150.0,veh_041,motorcycle,12.921431,77.631362,3.992
150.0,veh_044,car,12.944228,77.677771,6.336
150.0,veh_047,car,12.944738,77.683227,8.135
150.0,veh_048,car,12.948537,77.699673,0.612
150.0,veh_049,bus,12.941917,77.670265,4.702
151.0,veh_000,car,12.942602,77.672348,1.299
151.0,veh_001,car,12.945032,77.686031,5.619
151.0,veh_003,car,12.919761,77.629254,5.131
151.0,veh_004,car,12.933427,77.649273,5.674
151.0,veh_005,car,12.941182,77.668084,4.493
151.0,veh_006,car,12.927014,77.639296,2.178
151.0,veh_008,car,12.93854,77.66059,3.101
151.0,veh_009,car,12.937365,77.657091,7.097
151.0,veh_010,bus,12.933681,77.649699,3.944
151.0,veh_012,motorcycle,12.92082,77.630758,10.754
151.0,veh_015,bus,12.945371,77.687418,1.884
151.0,veh_016,car,12.926178,77.638157,7.898
151.0,veh_018,car,12.920037,77.629371,10.029
151.0,veh_019,bus,12.926754,77.63892,4.374
151.0,veh_023,truck,12.93703,77.656202,3.913
151.0,veh_025,bus,12.931617,77.645808,5.298
151.0,veh_026,car,12.937909,77.658599,8.41
151.0,veh_027,motorcycle,12.926772,77.638984,8.11
151.0,veh_028,car,12.936481,77.654595,5.742
151.0,veh_029,car,12.944924,77.68447,1.606
151.0,veh_030,bus,12.933026,77.648667,2.679
151.0,veh_031,car,12.936969,77.656297,9.871
151.0,veh_032,car,12.947464,77.696296,4.934
151.0,veh_034,car,12.946961,77.694856,5.241
151.0,veh_035,car,12.925745,77.637509,8.44
151.0,veh_036,motorcycle,12.938636,77.660726,4.997
151.0,veh_037,car,12.91877,77.627908,4.693
151.0,veh_038,motorcycle,12.940825,77.66711,11.424
151.0,veh_039,bus,12.937516,77.65784,5.144
151.0,veh_040,car,12.917669,77.626213,7.705
151.0,veh_041,motorcycle,12.921452,77.63147,14.983
151.0,veh_044,car,12.944338,77.677938,7.909
151.0,veh_047,car,12.944754,77.683278,5.726
151.0,veh_048,car,12.948569,77.699609,5.298
151.0,veh_049,bus,12.94198,77.670305,4.365
152.0,veh_000,car,12.942607,77.672481,10.896
152.0,veh_001,car,12.944962,77.686102,5.437
152.0,veh_003,car,12.91979,77.629179,5.074
152.0,veh_004,car,12.933377,77.649262,1.687
152.0,veh_005,car,12.94108,77.668226,5.345
152.0,veh_006,car,12.927069,77.63937,9.666
152.0,veh_008,car,12.938557,77.660623,5.351
152.0,veh_009,car,12.937317,77.657033,4.891
152.0,veh_010,bus,12.933739,77.649698,3.774
152.0,veh_012,motorcycle,12.920905,77.63067,6.949
152.0,veh_015,bus,12.94525,77.687482,2.562
152.0,veh_016,car,12.92623,77.63818,7.222
152.0,veh_017,bus,12.925347,77.636974,3.39
152.0,veh_018,car,12.920067,77.629505,6.641
152.0,veh_019,bus,12.926662,77.638953,3.703
152.0,veh_023,truck,12.936969,77.656204,4.852
152.0,veh_025,bus,12.931556,77.64588,4.708
152.0,veh_026,car,12.937887,77.658751,6.993
152.0,veh_027,motorcycle,12.926942,77.639041,8.396
152.0,veh_028,car,12.93639,77.654523,7.409
152.0,veh_029,car,12.94491,77.684458,5.97
152.0,veh_030,bus,12.933174,77.648718,4.331
152.0,veh_031,car,12.937108,77.656296,2.074
152.0,veh_032,car,12.947445,77.696308,3.931
152.0,veh_034,car,12.946964,77.694961,8.824
152.0,veh_035,car,12.925775,77.637626,7.197
152.0,veh_036,motorcycle,12.938652,77.660827,4.746
152.0,veh_037,car,12.91895,77.627939,5.666
152.0,veh_038,motorcycle,12.940756,77.667183,4.719
152.0,veh_039,bus,12.937594,77.657769,4.657
152.0,veh_040,car,12.917687,77.626256,2.989
152.0,veh_041,motorcycle,12.92151,77.631569,8.895
152.0,veh_042,car,12.925485,77.637048,8.015
152.0,veh_043,car,12.917529,77.625817,5.173
152.0,veh_044,car,12.944249,77.677868,6.155
152.0,veh_047,car,12.94483,77.683329,5.895
152.0,veh_048,car,12.94861,77.699693,4.756
152.0,veh_049,bus,12.94193,77.670333,2.52
153.0,veh_000,car,12.942693,77.672543,2.504
153.0,veh_001,car,12.945062,77.686073,3.194
153.0,veh_003,car,12.919875,77.629193,4.338
153.0,veh_004,car,12.93341,77.649274,4.747
153.0,veh_005,car,12.941155,77.66815,0.132
153.0,veh_006,car,12.927065,77.639556,4.257
153.0,veh_008,car,12.938684,77.660789,4.187
153.0,veh_009,car,12.937349,77.657231,7.777
153.0,veh_010,bus,12.933756,77.649738,2.52
153.0,veh_012,motorcycle,12.920839,77.630714,6.575
153.0,veh_015,bus,12.94529,77.687465,2.868
153.0,veh_016,car,12.92629,77.63819,4.612
153.0,veh_017,bus,12.925433,77.637107,3.765
153.0,veh_018,car,12.920006,77.629558,4.401
153.0,veh_019,bus,12.926847,77.638933,3.769
153.0,veh_023,truck,12.937027,77.656283,3.965
153.0,veh_025,bus,12.931526,77.645831,2.987
153.0,veh_026,car,12.937882,77.658782,1.477
153.0,veh_027,motorcycle,12.926873,77.639289,7.3
153.0,veh_028,car,12.936453,77.654721,4.716
153.0,veh_029,car,12.944805,77.684486,3.686
153.0,veh_030,bus,12.933266,77.648705,3.718
153.0,veh_031,car,12.93706,77.656385,5.451
153.0,veh_032,car,12.947502,77.696359,4.449
153.0,veh_034,car,12.946988,77.695039,7.635
153.0,veh_035,car,12.925807,77.637595,3.77
153.0,veh_036,motorcycle,12.938563,77.660964,3.593
153.0,veh_037,car,12.918904,77.627848,4.457
153.0,veh_038,motorcycle,12.940847,77.667177,8.687
153.0,veh_039,bus,12.937586,77.657921,2.811
153.0,veh_040,car,12.917779,77.626221,4.881
153.0,veh_041,motorcycle,12.9215,77.631633,2.669
153.0,veh_042,car,12.925415,77.637132,5.256
153.0,veh_043,car,12.917411,77.625895,7.594
153.0,veh_044,car,12.944255,77.677836,6.111
153.0,veh_047,car,12.944785,77.68342,3.299
153.0,veh_048,car,12.948664,77.699753,3.849
153.0,veh_049,bus,12.941932,77.670357,2.345
154.0,veh_000,car,12.942689,77.672475,3.365
154.0,veh_001,car,12.945029,77.686132,3.773
154.0,veh_002,car,12.917421,77.625881,5.557
